#,Time,State,Altitude,ADXL_Acceleration_X,ADXL_Acceleration_Y,ADXL_Acceleration_Z,IMU_Acceleration_X,IMU_Acceleration_Y,IMU_Acceleration_Z,Linear_Acceleration_X,Linear_Acceleration_Y,Linear_Acceleration_Z,Euler_Angle_X,Euler_Angle_Y,Euler_Angle_Z,Gravity_X,Gravity_Y,Gravity_Z,Kalman_Acceleration,Kalman_Velocity,Kalman_Altitude,Orientation(Beta),Servo_Angle,Projected_Apogee,Error_Apogee
269,9.2641,BURNOUT,1132.2048,-0.9414,-2.3536,-0.7453,-0.5100,-1.8200,-1.1100,-6.5200,-9.5600,-1.6000,76.9375,37.8125,-86.3125,6.0100,7.7300,0.4900,-11.7247,80.9742,1132.5739,37.8125,24.7648,1443.8924,41.8924
270,9.3004,BURNOUT,1134.8298,0.6276,-1.1768,-1.1768,-0.4500,-2.0800,-1.1000,-6.6400,-9.7000,0.0300,86.1875,37.3125,-95.0625,5.9400,7.7600,-0.6900,-11.2445,80.1374,1135.0788,37.3125,24.7648,1440.4182,38.4182
271,9.3348,BURNOUT,1137.1424,-2.1575,-3.1774,-2.1575,-0.6900,-1.7700,-0.7400,-6.4400,-9.5600,0.8200,94.0000,35.8750,-101.3125,5.7400,7.7900,-1.5600,-12.2976,79.3104,1137.3955,35.8750,24.7648,1436.8717,34.8717
272,9.3682,BURNOUT,1142.1424,1.1376,-2.4320,-0.1569,-0.7400,-2.0400,-0.9900,-6.1600,-9.8500,1.4000,105.6875,32.5625,-108.7500,5.2800,7.8200,-2.6500,-12.2387,80.1502,1141.3643,32.5625,24.7648,1446.7949,44.7949
273,9.4038,BURNOUT,1142.5799,-0.5492,-4.0796,-1.4122,-0.5000,-1.9200,-0.5400,-5.3000,-9.7600,2.8600,115.5625,29.3125,-113.5000,4.8000,7.8300,-3.4100,-13.2350,78.6968,1143.1810,29.3125,24.7648,1438.3356,36.3356
274,9.4388,BURNOUT,1147.0175,-3.8050,-2.0006,-1.7260,-0.6800,-1.6500,-0.9300,-4.9000,-9.5000,3.1400,126.5625,25.4375,-117.4375,4.0000,7.8500,-4.2800,-12.3303,78.9191,1146.6155,25.4375,24.7648,1443.3326,41.3326
275,9.4718,BURNOUT,1150.0800,-1.0983,-3.2950,-1.6867,-0.5300,-1.5000,-1.1600,-3.7600,-9.9900,4.2800,143.1250,19.6250,-121.5000,3.3000,7.8600,-4.8300,-12.7848,79.0149,1149.7593,19.6250,24.7648,1447.1507,45.1507
276,9.5074,BURNOUT,1152.5801,0.4707,-4.1188,-0.1961,-0.5400,-1.8100,-0.7300,-3.0700,-9.6800,4.5300,161.9375,13.3125,-124.3750,2.2600,7.8700,-5.3800,-13.4676,78.5551,1152.5741,13.3125,24.7648,1446.7351,44.7351
277,9.5437,BURNOUT,1156.3301,-0.3138,-1.9221,-1.1768,-0.5800,-1.7200,-0.6900,-1.9600,-9.4500,4.5000,177.3750,8.3125,-125.7500,1.4200,7.8700,-5.6700,-12.3707,78.6607,1155.9939,8.3125,24.7648,1450.8952,48.8952
278,9.5773,BURNOUT,1157.1427,-1.1376,-3.6481,-2.2359,-0.4600,-1.8900,-0.4800,-1.0200,-9.7500,5.3400,193.6250,3.1875,-126.5000,0.2600,7.8600,-5.8500,-13.0187,77.3373,1157.6919,3.1875,24.7648,1443.3627,41.3627
279,9.6136,BURNOUT,1159.3927,-1.6475,-2.1575,-2.0790,-0.4900,-1.8200,-0.9400,-0.0300,-9.7600,5.3200,215.6875,-3.6250,-126.6250,-0.6200,7.8400,-5.8400,-12.3450,76.1971,1159.7975,-3.6250,24.7648,1437.6111,35.6111
280,9.6487,BURNOUT,1162.9552,0.0392,-1.7260,-3.1381,-0.4700,-2.0600,-0.4700,1.0100,-9.8900,5.2300,231.8750,-8.6875,-126.0625,-1.4800,7.8200,-5.7100,-11.8207,76.0769,1162.7743,-8.6875,24.7648,1439.7642,37.7642
281,9.6816,BURNOUT,1166.4553,-1.8829,-2.7066,-1.6083,-0.6200,-1.9200,-0.2500,2.1800,-9.4500,4.5700,252.1875,-15.3125,-124.4375,-2.5900,7.7900,-5.3500,-12.2264,76.3786,1166.0172,-15.3125,24.7648,1445.0754,43.0754
282,9.7173,BURNOUT,1171.3929,-2.0006,-3.7658,-1.7260,-0.6900,-1.7200,-0.2700,2.6800,-9.4900,4.6700,266.1250,-20.0625,-122.4375,-3.6100,7.7500,-4.7800,-13.0358,77.5485,1170.4125,-20.0625,24.7648,1457.5486,55.5486
283,9.7536,BURNOUT,1173.0179,1.2160,-3.4127,-1.1376,-0.5400,-1.7400,-1.0200,3.6500,-9.4900,3.6600,282.6875,-26.0000,-118.8125,-4.3000,7.7100,-4.2500,-13.1271,76.9479,1173.0919,-26.0000,24.7648,1456.0690,54.0690
284,9.7891,BURNOUT,1175.8304,-0.4315,-1.6867,0.0000,-0.4600,-1.6600,-0.7100,4.4400,-9.3400,2.9100,293.6250,-30.0000,-115.2500,-4.9000,7.6800,-3.6200,-12.0953,76.5133,1175.8251,-30.0000,24.7648,1455.8084,53.8084
285,9.8225,BURNOUT,1177.0805,-0.2354,-3.1381,-0.6276,-0.7400,-1.9500,-0.6600,4.6900,-9.3800,2.2200,306.4375,-34.5000,-109.3125,-5.5500,7.6200,-2.6700,-12.5983,75.3277,1177.5583,-34.5000,24.7648,1449.4401,47.4401
286,9.8585,BURNOUT,1179.2055,-0.3530,-2.0790,-1.0983,-0.6300,-1.9600,-0.2900,5.2900,-9.5400,1.5900,314.9375,-37.1875,-104.0000,-6.0200,7.5600,-1.6200,-12.1359,74.2339,1179.5952,-37.1875,24.7648,1444.0891,42.0891
287,9.8948,BURNOUT,1182.0805,-2.6674,-3.4127,-0.2354,-0.5200,-1.7300,-0.5400,5.5100,-9.0000,0.0300,324.8750,-39.5625,-95.9375,-6.2500,7.5100,-0.7800,-12.7834,73.6537,1182.1545,-39.5625,24.7648,1442.7634,40.7634
288,9.9285,BURNOUT,1185.3931,-0.5884,-4.2757,-0.6669,-0.5200,-1.7300,-0.5400,5.8700,-9.3200,-0.4500,331.5625,-40.3750,-89.4375,-6.3500,7.4600,0.0600,-13.5640,73.6652,1185.1109,-40.3750,24.7648,1445.7964,43.7964
289,9.9635,BURNOUT,1185.4556,-1.8829,-2.1575,-1.8829,-0.5600,-1.5600,-1.0400,5.6800,-9.2600,-1.4000,339.5625,-40.0625,-80.6875,-6.3100,7.4000,1.2100,-12.5534,71.8637,1186.2772,-40.0625,24.7648,1435.0506,33.0506
290,9.9993,BURNOUT,1191.6432,0.7845,-1.1376,-2.2359,-0.5600,-1.5600,-1.0400,5.6600,-8.7900,-2.8200,345.0000,-38.8125,-74.3750,-6.1500,7.3500,2.0500,-11.5364,73.1612,1190.6106,-38.8125,24.7648,1447.9402,45.9402
291,10.0317,BURNOUT,1192.8307,-1.1376,-1.5298,-2.0398,-0.7800,-1.6100,-0.8200,5.0800,-8.9200,-3.6900,351.6250,-35.9375,-66.7500,-5.7600,7.2900,3.1200,-11.3907,72.7060,1192.8841,-35.9375,24.7648,1447.1987,45.1987
292,10.0684,BURNOUT,1193.5807,-1.6475,-2.8635,-2.5105,-0.7000,-1.7000,-0.7300,4.6300,-8.9500,-4.6000,356.3125,-33.0000,-61.8750,-5.3400,7.2500,3.8700,-12.1596,71.0572,1194.3045,-33.0000,24.7648,1437.8200,35.8200
293,10.1041,BURNOUT,1198.3308,-0.9414,-1.6083,-2.2751,-0.7600,-1.5900,-0.8600,4.0700,-8.8000,-5.4200,0.6875,-29.5000,-57.6875,-4.6400,7.2000,4.7600,-11.6770,71.5608,1197.7791,-29.5000,24.7648,1444.5724,42.5724
294,10.1374,BURNOUT,1200.9558,0.5884,-1.5298,-1.2945,-0.8100,-1.4700,-0.5200,4.0700,-8.8000,-5.4200,6.1875,-24.1875,-53.2500,-4.0200,7.1600,5.3400,-11.4443,71.6525,1200.6601,-24.1875,24.7648,1448.0526,46.0526
295,10.1701,BURNOUT,1203.4559,-1.2553,-1.6475,-2.3536,-0.6900,-1.3900,-1.0200,2.6400,-8.5300,-6.8600,10.1250,-19.8750,-50.6875,-3.3400,7.1300,5.8300,-11.4282,71.5450,1203.2860,-19.8750,24.7648,1449.9762,47.9762
296,10.2064,BURNOUT,1205.7684,1.1376,-1.8829,0.1961,-0.6800,-1.7400,-0.1100,1.7500,-8.4600,-7.0900,15.1875,-13.8125,-48.1875,-2.3400,7.0900,6.3400,-11.5676,71.0614,1205.8079,-13.8125,24.7648,1449.3509,47.3509
297,10.2411,BURNOUT,1205.3934,0.0392,-1.9221,-0.5099,-0.5700,-1.4200,-0.8600,0.9700,-8.5000,-7.4700,18.8750,-9.0625,-46.9375,-1.5400,7.0700,6.6100,-11.6455,68.9099,1206.4538,-9.0625,24.7648,1436.2012,34.2012
298,10.2747,BURNOUT,1209.7060,-1.2160,-3.0204,0.0000,-0.4900,-1.4600,-0.8300,-0.0700,-8.7900,-7.3900,23.6250,-2.6250,-46.0000,-0.4400,7.0500,6.7900,-12.3535,69.0658,1209.3572,-2.6250,24.7648,1440.0922,38.0922
299,10.3109,BURNOUT,1213.2685,-0.2354,-1.7652,-1.0199,-0.4200,-1.4900,-0.6300,-0.8100,-8.5400,-7.4500,27.1875,2.1875,-45.9375,0.3800,7.0400,6.8100,-11.8481,69.5066,1212.7454,2.1875,24.7648,1446.2846,44.2846
300,10.3467,BURNOUT,1215.0810,-1.4514,-1.8829,-0.9807,-0.3300,-1.6200,-0.4900,-1.5400,-8.6600,320.4700,31.8125,8.6875,-46.5000,1.4800,7.0300,6.6700,-11.7280,68.9948,1215.1345,8.6875,24.7648,1445.4198,43.4198
301,10.3797,BURNOUT,1216.4561,-0.0392,-3.8442,-1.8437,-0.4600,-1.4100,-0.9000,-2.7400,-8.4400,-7.3400,35.3750,13.4375,-47.4375,2.2800,7.0300,6.4400,-12.8944,68.0211,1216.8066,13.4375,24.7648,1440.9544,38.9544
302,10.4150,BURNOUT,1218.2686,1.7652,-1.6867,-0.3530,-0.1700,-1.5400,-0.4600,-3.2200,-8.5700,-6.5800,40.0625,19.6250,-49.5625,3.2900,7.0300,5.9800,-12.0065,67.0187,1218.6125,19.6250,24.7648,1436.5148,34.5148
303,10.4508,BURNOUT,1220.0186,0.3923,-0.0392,-1.5298,-0.2700,-1.2600,-0.4100,-4.2600,-8.3100,-5.9500,43.6875,24.0000,-51.8125,3.9900,7.0400,5.5300,-10.6491,66.0089,1220.3822,24.0000,24.7648,1432.0702,30.0702
304,10.4837,BURNOUT,1222.5812,0.1569,-0.1569,-1.0983,-0.2700,-1.4700,-0.3600,-4.9000,-8.5200,-5.3600,47.3125,28.1875,-54.6250,4.8200,7.0500,4.8000,-10.2033,65.6872,1222.5691,28.1875,24.7648,1432.2932,30.2932
305,10.5203,BURNOUT,1225.2062,-1.1768,-3.7658,-1.8437,-0.5100,-1.6000,-0.2500,-5.8800,-8.6700,-4.4200,47.3125,28.1875,-54.6250,5.3600,7.0700,4.1600,-12.2634,65.4186,1225.1173,28.1875,24.7648,1433.2075,31.2075
306,10.5543,BURNOUT,1229.3313,-0.8238,-1.8044,-0.3138,-0.4100,-1.2800,-0.7200,-6.2400,-8.3700,-4.1900,56.3750,36.3750,-63.8750,5.8200,7.0800,3.4600,-11.8378,66.2156,1228.5941,36.3750,24.7648,1441.5477,39.5477
307,10.5877,BURNOUT,1230.2063,0.7061,-1.6083,-0.1177,-0.2800,-1.4600,-0.6800,-6.8100,-8.6400,-2.6700,62.0000,39.8125,-70.8750,6.2800,7.1100,2.4500,-11.5544,65.4753,1230.4255,39.8125,24.7648,1438.8604,36.8604
308,10.6232,BURNOUT,1232.0813,-0.7061,-1.2553,-1.0199,-0.2800,-1.3700,-0.5300,-6.8000,-8.5100,-2.1900,66.5000,41.6250,-76.8750,6.5100,7.1300,1.6500,-11.2280,64.6686,1232.3254,41.6250,24.7648,1435.8838,33.8838
309,10.6593,BURNOUT,1234.4563,-0.3530,-2.0398,0.2746,-0.5800,-1.6500,-0.1100,-7.2300,-8.8100,-0.9400,72.9375,42.8125,-85.5000,6.6700,7.1600,0.5600,-11.5881,64.1334,1234.5286,42.8125,24.7648,1434.8791,32.8791
310,10.6928,BURNOUT,1238.6439,0.8238,-1.2553,-1.6083,-0.3700,-1.4700,-0.1400,-7.0300,-8.6600,0.1200,-1969.7500,42.8125,-92.1250,6.6600,7.1800,-0.2600,-11.2405,64.9346,1237.9149,42.8125,24.7648,1443.0758,41.0758
311,10.7262,BURNOUT,1238.8939,-0.8630,-1.2160,-1.6867,-0.3500,-1.3100,-0.5600,-6.9100,-8.5200,0.5300,86.0000,41.5000,-100.6875,6.5000,7.2100,-1.3600,-11.0839,63.8636,1239.3317,41.5000,24.7648,1438.0732,36.0732
312,10.7626,BURNOUT,1243.0815,-0.1961,-3.5696,-0.5884,-0.3900,-1.2600,-0.4700,-6.6500,-8.5000,1.6700,92.4375,39.6250,-106.5625,6.2600,7.2300,-2.1500,-12.4783,64.3173,1242.5531,39.6250,24.7648,1444.0032,42.0032
313,10.7981,BURNOUT,1245.0190,-0.0785,-1.6867,-1.2160,-0.2200,-1.2600,-0.5400,-6.1500,-8.5200,2.3600,99.5625,37.1875,-111.8125,5.7900,7.2500,-3.1500,-11.8474,64.0057,1244.9489,37.1875,24.7648,1444.5373,42.5373
314,10.8324,BURNOUT,1246.9565,1.2160,-1.0199,0.1569,-0.3600,-1.3900,-0.4800,-5.7100,-8.6600,3.3500,110.2500,33.0000,-117.8125,5.3400,7.2600,-3.8400,-11.1944,63.5033,1247.0234,33.0000,24.7648,1443.6257,41.6257
315,10.8673,BURNOUT,1249.0191,0.4315,-2.0006,-0.9414,-0.1900,-1.5500,-0.2400,-5.0000,-8.8300,4.2200,122.5625,28.0625,-122.6250,4.6200,7.2800,-4.6600,-11.5510,62.9752,1249.0979,28.0625,24.7648,1442.5818,40.5818
316,10.9033,BURNOUT,1251.3316,0.1177,-0.7453,-1.4906,-0.1900,-1.1600,-0.6300,-4.1900,-8.4500,4.5600,133.0625,24.0625,-125.5000,4.0000,7.2800,-5.2000,-10.9114,62.5569,1251.3413,24.0625,24.7648,1442.3713,40.3713
317,10.9367,BURNOUT,1252.3941,0.1569,-2.7066,0.6669,-0.3600,-1.1200,-0.6600,-3.6800,-8.4100,4.9900,144.6875,19.7500,-127.8125,3.0800,7.2800,-5.7900,-11.8794,61.5573,1252.7747,19.7500,24.7648,1437.9950,35.9950
318,10.9728,BURNOUT,1256.5817,0.5884,-1.6475,-1.7652,-0.3400,-1.3400,-0.7200,-2.6300,-8.5400,5.5400,161.9375,13.8125,-130.0625,3.0800,7.2800,-5.7900,-11.5942,62.1175,1255.9947,13.8125,24.7648,1444.4612,42.4612
319,11.0058,BURNOUT,1257.4567,0.9807,-1.0199,-0.5884,-0.1600,-1.4300,-0.0900,-1.7300,-8.7100,6.2900,176.1250,9.1875,-131.2500,1.5600,7.2700,-6.3800,-11.0977,61.4008,1257.6718,9.1875,24.7648,1441.9898,39.9898
320,11.0390,BURNOUT,1261.7693,-0.2354,-1.8829,-1.6083,-0.3200,-1.2100,-0.6600,-1.0900,-8.4700,5.8800,196.1875,2.9375,-132.1250,0.5000,7.2500,-6.5700,-11.4411,62.2354,1261.0051,2.9375,24.7648,1450.1576,48.1576
321,11.0751,BURNOUT,1261.9568,2.0790,-1.7652,-1.2553,-0.2200,-1.3100,-0.5100,0.0700,-8.5500,6.0800,211.6875,-1.7500,-132.3750,-0.3000,7.2400,-6.6000,-11.4999,61.0297,1262.4317,-1.7500,24.7648,1444.6171,42.6171
322,11.1105,BURNOUT,1263.7693,0.3923,-0.1569,0.0000,-0.2100,-1.2100,-0.5200,0.8800,-8.4300,6.0200,227.0625,-6.4375,-132.1875,-1.3700,7.2000,-6.5000,-10.5284,60.1399,1264.0702,-6.4375,24.7648,1441.1875,39.1875
323,11.1440,BURNOUT,1265.0193,1.0199,-2.0398,-0.1177,-0.2300,-1.1700,-0.7100,1.9200,-8.3600,5.6000,246.6875,-12.6875,-131.3125,-2.1500,7.1800,-6.3200,-11.3210,59.1373,1265.4107,-12.6875,24.7648,1436.8933,34.8933
324,11.1780,BURNOUT,1266.0193,2.0790,-1.9613,-0.4315,-0.3800,-1.2000,-0.5300,2.5200,-8.3500,5.5100,260.3125,-17.2500,-130.1875,-3.1500,7.1300,-5.9300,-11.5753,57.9142,1266.5350,-17.2500,24.7648,1431.2523,29.2523
325,11.2142,BURNOUT,1269.3944,0.5099,-1.2160,-1.5691,-0.5500,-1.3700,-0.6300,3.5700,-8.5300,5.4100,276.6875,-23.1250,-128.0000,-3.8500,7.1000,-5.5500,-11.2115,57.9804,1269.1105,-23.1250,24.7648,1434.1910,32.1910
326,11.2488,BURNOUT,1272.2694,0.4315,-0.9414,-1.3729,-0.5400,-1.2100,-0.4300,3.9600,-8.2800,4.6600,287.6250,-27.3125,-125.7500,-4.5000,7.0600,-5.0900,-10.9028,58.3069,1271.8416,-27.3125,24.7648,1438.7178,36.7178
327,11.2819,BURNOUT,1272.7694,-1.4514,-1.6475,-1.6475,-0.5400,-1.2800,-0.3900,4.8300,-8.1300,3.5000,300.4375,-32.5625,-121.9375,-5.2800,7.0000,-4.3700,-11.2215,57.3500,1273.1377,-32.5625,24.7648,1434.7753,32.7753
328,11.3172,BURNOUT,1275.6445,0.1177,-1.1376,-1.4122,-0.5600,-1.0300,-0.6400,5.2200,-7.9900,3.1200,308.8750,-36.1250,-118.3750,-5.7800,6.9600,-3.7600,-11.0280,57.2557,1275.4639,-36.1250,24.7648,1436.5897,34.5897
329,11.3539,BURNOUT,1279.2070,-1.0591,-2.8635,-1.2945,-0.4400,-1.1900,-0.2200,5.7700,-8.1000,2.8800,318.7500,-40.3125,-112.6250,-5.7800,6.9600,-3.7600,-12.0205,57.8667,1278.5995,-40.3125,24.7648,1443.0570,41.0570
330,11.3861,BURNOUT,1279.6445,0.1177,-1.6867,-0.9807,-0.5300,-1.1500,-0.5100,6.1400,-8.0000,1.6500,325.2500,-42.8750,-107.5000,-6.6700,6.8500,-2.1600,-11.6727,57.0087,1279.9450,-42.8750,24.7648,1439.7324,37.7324
331,11.4213,BURNOUT,1281.9571,-1.0199,-1.0591,-0.7845,-0.3600,-0.9400,-0.7500,6.5500,-7.7400,0.6600,332.9375,-45.3750,-99.8125,-6.9800,6.7800,-1.1700,-11.1518,56.6164,1281.9525,-45.3750,24.7648,1439.6244,37.6244
332,11.4575,BURNOUT,1283.5821,-0.5099,-2.8635,-0.1177,-0.4700,-1.0000,-0.3500,6.6300,-7.7300,0.0600,338.1250,-46.5000,-93.4375,-7.1100,6.7300,-0.4100,-12.0681,55.9360,1283.7339,-46.5000,24.7648,1437.7671,35.7671
333,11.4906,BURNOUT,1285.6446,0.3530,-1.8829,-1.0983,-0.5100,-1.2100,-0.1700,6.6500,-7.9000,-0.5300,-1705.1875,-46.9375,-86.9375,-7.1600,6.6600,0.6100,-11.8120,55.5810,1285.6203,-46.9375,24.7648,1437.7703,35.7703
334,11.5271,BURNOUT,1288.0822,-2.1575,-2.3144,-2.0790,-0.6100,-1.1900,0.0300,6.4800,-7.8100,-1.3400,-1705.1875,-46.9375,-86.9375,-7.1000,6.6100,1.3700,-11.9808,55.4207,1287.9196,-46.9375,24.7648,1439.2224,37.2224
335,11.5608,BURNOUT,1288.0822,0.7453,-2.0790,-0.2354,-0.3500,-1.2500,-0.2600,6.6100,-7.8200,-2.3900,352.3750,-45.1875,-72.0000,-6.9600,6.5600,2.1200,-11.9001,53.9964,1288.7095,-45.1875,24.7648,1432.5799,30.5799
336,11.5939,BURNOUT,1292.3322,-0.4315,-1.6083,-0.2746,-0.3400,-1.1000,-0.5400,6.2100,-7.6900,-3.3600,357.1250,-42.6875,-64.5000,-6.6500,6.5000,3.0900,-11.5779,54.6937,1291.6509,-42.6875,24.7648,1439.1388,37.1388
337,11.6295,BURNOUT,1294.4573,-0.4707,-1.7260,-0.7845,-0.3600,-1.1000,-0.2300,5.9700,-7.5600,-4.0200,0.4375,-40.1875,-59.6250,-6.3300,6.4600,3.7800,-11.5277,54.8121,1294.1375,-40.1875,24.7648,1442.2440,40.2440
338,11.6655,BURNOUT,1295.4573,-0.1961,-1.3337,-0.6669,-0.3900,-1.2800,-0.1800,5.5500,-7.7000,-4.6100,4.5625,-36.2500,-54.0625,-5.8000,6.4000,4.6300,-11.2663,54.0005,1295.6954,-36.2500,24.7648,1439.5870,37.5870
339,11.6986,BURNOUT,1297.4573,-0.7453,-1.0983,-1.0983,-0.5300,-0.9000,-0.2900,4.8000,-7.2600,-5.5100,7.5000,-32.9375,-50.5625,-5.3300,6.3600,5.2200,-11.0208,53.6211,1297.4645,-32.9375,24.7648,1439.4042,37.4042
340,11.7323,BURNOUT,1301.8324,-0.7061,-1.5298,-1.6867,-0.6100,-1.2000,-0.3100,4.1900,-7.5200,-6.0600,10.2500,-29.3750,-47.6875,-4.6200,6.3000,5.9100,-11.1934,54.7700,1300.8832,-29.3750,24.7648,1448.7693,46.7693
341,11.7683,BURNOUT,1302.0199,-0.3923,-2.2359,0.0000,-0.5100,-0.9700,-0.3200,3.6800,-7.4800,-6.8700,13.7500,-24.3125,-44.5625,-4.0300,6.2700,6.3600,-11.6962,53.8456,1302.3250,-24.3125,24.7648,1445.4180,43.4180
342,11.8032,BURNOUT,1303.3949,-0.6669,-0.9807,-0.9022,-0.5200,326.5700,-0.1100,2.8800,-7.3400,-6.8700,16.3125,-20.3125,-42.6875,-3.4100,6.2300,6.7500,-11.1125,52.9576,1303.6910,-20.3125,24.7648,1442.2469,40.2469
343,11.8366,BURNOUT,1305.5824,-0.7845,-0.9022,-1.2553,-0.6300,-1.1600,-0.1700,1.9200,-7.2200,-7.4900,19.5625,-14.8750,-40.8125,-2.5200,6.1900,7.1700,-10.8409,52.6688,1305.5348,-14.8750,24.7648,1442.6293,40.6293
344,11.8731,BURNOUT,1308.3325,-0.3923,-2.3928,-0.2746,-0.4500,-0.9900,-0.3200,1.3700,-7.1600,-7.7200,21.8750,-10.7500,-39.7500,-1.5900,6.1500,7.4600,-11.6583,52.8055,1308.0071,-10.7500,24.7648,1445.7927,43.7927
345,11.9094,BURNOUT,1310.3950,0.0392,-1.3729,0.1961,-0.5100,-0.7500,-0.7200,0.3400,-7.3300,-7.5000,24.9375,-5.1250,-38.8750,-0.8800,6.1300,7.5900,-11.3402,52.6905,1310.2188,-5.1250,24.7648,1447.4231,45.4231
346,11.9427,BURNOUT,1312.0825,-0.8238,-1.4514,-0.5884,-0.5300,-1.0000,-0.4600,-0.3700,-7.1100,-8.1300,27.2500,-0.9375,-38.5625,0.0700,6.1000,7.6700,-11.2673,52.3836,1312.0399,-0.9375,24.7648,1447.6983,45.6983
347,11.9790,BURNOUT,1313.7700,-0.4707,-2.1967,-0.7453,-0.4400,-0.9400,-0.1600,-1.1400,-7.0800,-7.9100,30.1875,4.5625,-38.5000,0.7900,6.0900,7.6400,-11.7001,51.8635,1313.8303,4.5625,24.7648,1446.8875,44.8875
348,12.0147,BURNOUT,1315.2701,0.3923,-1.3337,-0.3138,-0.4400,-1.0800,-0.0100,-1.9300,-7.1600,-7.5500,32.3750,8.7500,-38.8125,1.4900,6.0700,7.5400,-11.3321,51.2025,1315.4192,8.7500,24.7648,1445.2034,43.2034
349,12.0483,BURNOUT,1316.7701,0.0392,-2.1575,-0.2354,-0.3000,-0.9700,-0.0500,-2.7100,-7.0600,-7.0900,35.3125,14.1875,-39.5625,2.4000,6.0600,7.3200,-11.7006,50.5965,1316.9041,14.1875,24.7648,1443.7200,41.7200
350,12.0832,BURNOUT,1318.5826,-0.0392,-1.2160,-1.6475,-0.3500,-1.0400,0.0300,-3.4100,-7.0900,-7.0400,37.5000,18.1875,-40.5000,3.2700,6.0500,6.9800,-11.2595,50.1488,1318.6123,18.1875,24.7648,1443.2558,41.2558
351,12.1192,BURNOUT,1321.2077,-0.6276,-0.9807,-1.8437,-0.4100,-0.9400,0.0000,-4.2600,-6.9800,-6.8800,40.4375,23.3750,-42.1875,3.8900,6.0400,6.6600,-10.9454,50.2437,1320.9139,23.3750,24.7648,1446.0166,44.0166
352,12.1528,BURNOUT,1323.7702,-1.4122,0.0785,-1.4906,-0.4400,-1.1200,0.1800,-4.9200,-7.1600,-6.1000,42.6250,27.1875,-43.8125,4.4800,6.0300,6.2900,-10.1708,50.5948,1323.3365,27.1875,24.7648,1450.1441,48.1441
353,12.1861,BURNOUT,1325.0202,0.3923,-0.7845,-0.6276,-0.3200,-0.8800,-0.4600,-5.3600,-6.9200,-6.3300,45.6250,32.0625,-46.5625,5.2000,6.0300,5.7100,-10.4085,50.2540,1325.0185,32.0625,24.7648,1450.1710,48.1710
354,12.2223,BURNOUT,1326.5202,-0.6276,-0.9414,-1.9221,-0.3600,-0.8400,-0.1300,-6.0600,-6.8800,-5.3600,47.9375,35.5000,-49.0625,5.6900,6.0300,5.2200,-10.5962,49.6818,1326.6347,35.5000,24.7648,1449.0304,47.0304
355,12.2578,BURNOUT,1330.2078,0.1961,-1.5298,-1.1376,-0.3500,-0.9400,-0.3900,-6.4900,-6.9800,-5.0900,50.2500,38.7500,-52.0625,6.2700,6.0300,4.5100,-11.0313,50.4186,1329.5382,38.7500,24.7648,1455.4887,53.4887
356,12.2909,BURNOUT,1328.7078,-0.1177,-1.6083,-1.0199,-0.2300,-0.9100,-0.1700,-6.8100,-6.8800,-4.3400,53.5000,42.6875,-56.8125,6.6400,6.0300,3.9300,-11.2466,48.5695,1329.6295,42.6875,24.7648,1446.7470,44.7470
357,12.3263,BURNOUT,1332.4578,-0.7061,-1.5298,-1.8829,-0.4100,-0.8400,-0.4000,-7.3800,-6.8800,-3.7400,56.8750,46.0625,-62.6250,7.0600,6.0400,3.1200,-11.2798,48.8506,1332.0459,46.0625,24.7648,1450.4872,48.4872
358,12.3633,BURNOUT,1332.8953,-0.5884,-2.3928,-0.2746,-0.2000,-0.9100,-0.3000,-7.5200,-6.9600,-2.7800,59.5000,48.1875,-67.6250,7.3100,6.0400,2.4800,-11.8262,47.8217,1333.2450,48.1875,24.7648,1446.8739,44.8739
359,12.3965,BURNOUT,1334.6454,-0.3923,-1.8829,-0.7453,-0.2400,-1.0300,-0.1100,-7.7400,-7.0800,-1.9300,62.2500,49.8750,-73.2500,7.5400,6.0500,1.5900,-11.7196,47.3230,1334.7122,49.8750,24.7648,1446.0425,44.0425
360,12.4326,BURNOUT,1336.5204,-0.4315,-1.3729,-0.1569,-0.2700,-0.8300,-0.5700,-7.9200,-6.8900,-1.4800,66.1250,51.3125,-81.3750,7.6500,6.0500,0.9100,-11.3637,46.9739,1336.4809,51.3125,24.7648,1446.2142,44.2142
361,12.4680,BURNOUT,1339.5204,0.4707,-1.1376,-1.4122,-0.2900,-0.9000,-0.4900,-8.0000,-6.9600,-0.7200,69.2500,51.7500,-87.8125,7.7000,6.0600,0.2200,-11.0821,47.4306,1339.0103,51.7500,24.7648,1450.8348,48.8348
362,12.5014,BURNOUT,1340.4580,-1.1376,-2.0790,-0.4315,-0.3000,-0.7800,-0.7500,-7.9100,-7.0000,0.4100,73.7500,51.4375,-96.5625,7.6700,6.0600,-0.6900,-11.5566,46.9732,1340.5061,51.4375,24.7648,1450.2361,48.2361
363,12.5361,BURNOUT,1343.2080,1.1768,-1.4514,-0.5884,-0.2500,-0.7800,-0.8600,-7.8200,-6.8500,0.5200,77.3750,50.5000,-102.8750,7.5700,6.0700,-1.3800,-11.3498,47.2257,1342.8096,50.5000,24.7648,1453.6937,51.6937
